,state,date,h,cp
766,CO,2020-12-19,2,1.0
767,CO,2020-12-19,3,1.0
768,CT,2020-05-16,0,1.0
769,CT,2020-05-16,1,1.0
770,CT,2020-05-16,2,1.0
771,CT,2020-05-16,3,1.0
772,CT,2020-05-23,0,1.0
773,CT,2020-05-23,1,1.0
774,CT,2020-05-23,2,1.0
775,CT,2020-05-23,3,1.0
776,CT,2020-05-30,0,1.0
777,CT,2020-05-30,1,1.0
778,CT,2020-05-30,2,1.0
779,CT,2020-05-30,3,1.0
780,CT,2020-06-06,0,1.0
781,CT,2020-06-06,1,1.0
782,CT,2020-06-06,2,1.0
783,CT,2020-06-06,3,1.0
784,CT,2020-06-13,0,1.0
785,CT,2020-06-13,1,1.0
786,CT,2020-06-13,2,0.0
787,CT,2020-06-13,3,0.0
788,CT,2020-06-20,0,1.0
789,CT,2020-06-20,1,1.0
790,CT,2020-06-20,2,1.0
791,CT,2020-06-20,3,1.0
792,CT,2020-06-27,0,1.0
793,CT,2020-06-27,1,0.0
794,CT,2020-06-27,2,1.0
795,CT,2020-06-27,3,1.0
796,CT,2020-07-04,0,1.0
797,CT,2020-07-04,1,0.0
798,CT,2020-07-04,2,1.0
799,CT,2020-07-04,3,1.0
800,CT,2020-07-11,0,0.0
801,CT,2020-07-11,1,1.0
802,CT,2020-07-11,2,1.0
803,CT,2020-07-11,3,1.0
804,CT,2020-07-18,0,1.0
805,CT,2020-07-18,1,1.0
806,CT,2020-07-18,2,1.0
807,CT,2020-07-18,3,1.0
808,CT,2020-07-25,0,1.0
809,CT,2020-07-25,1,1.0
810,CT,2020-07-25,2,1.0
811,CT,2020-07-25,3,1.0
812,CT,2020-08-01,0,1.0
813,CT,2020-08-01,1,1.0
814,CT,2020-08-01,2,1.0
815,CT,2020-08-01,3,1.0
816,CT,2020-08-08,0,1.0
817,CT,2020-08-08,1,1.0
818,CT,2020-08-08,2,1.0
819,CT,2020-08-08,3,1.0
820,CT,2020-08-15,0,1.0
821,CT,2020-08-15,1,0.0
822,CT,2020-08-15,2,0.0
823,CT,2020-08-15,3,1.0
824,CT,2020-08-22,0,0.0
825,CT,2020-08-22,1,0.0
826,CT,2020-08-22,2,1.0
827,CT,2020-08-22,3,1.0
828,CT,2020-08-29,0,0.0
829,CT,2020-08-29,1,1.0
830,CT,2020-08-29,2,1.0
831,CT,2020-08-29,3,1.0
832,CT,2020-09-05,0,1.0
833,CT,2020-09-05,1,1.0
834,CT,2020-09-05,2,1.0
835,CT,2020-09-05,3,1.0
836,CT,2020-09-12,0,1.0
837,CT,2020-09-12,1,1.0
838,CT,2020-09-12,2,1.0
839,CT,2020-09-12,3,1.0
840,CT,2020-09-19,0,1.0
841,CT,2020-09-19,1,1.0
842,CT,2020-09-19,2,1.0
843,CT,2020-09-19,3,1.0
844,CT,2020-09-26,0,1.0
845,CT,2020-09-26,1,1.0
846,CT,2020-09-26,2,1.0
847,CT,2020-09-26,3,1.0
848,CT,2020-10-03,0,1.0
849,CT,2020-10-03,1,1.0
850,CT,2020-10-03,2,1.0
851,CT,2020-10-03,3,1.0
852,CT,2020-10-10,0,1.0
853,CT,2020-10-10,1,1.0
854,CT,2020-10-10,2,1.0
855,CT,2020-10-10,3,1.0
856,CT,2020-10-17,0,1.0
857,CT,2020-10-17,1,1.0
858,CT,2020-10-17,2,1.0
859,CT,2020-10-17,3,1.0
860,CT,2020-10-24,0,1.0
861,CT,2020-10-24,1,1.0
862,CT,2020-10-24,2,1.0
863,CT,2020-10-24,3,1.0
864,CT,2020-10-31,0,1.0
865,CT,2020-10-31,1,1.0
866,CT,2020-10-31,2,1.0
867,CT,2020-10-31,3,1.0
868,CT,2020-11-07,0,1.0
869,CT,2020-11-07,1,1.0
870,CT,2020-11-07,2,1.0
871,CT,2020-11-07,3,1.0
872,CT,2020-11-14,0,1.0
873,CT,2020-11-14,1,1.0
874,CT,2020-11-14,2,1.0
875,CT,2020-11-14,3,1.0
876,CT,2020-11-21,0,1.0
877,CT,2020-11-21,1,1.0
878,CT,2020-11-21,2,1.0
879,CT,2020-11-21,3,1.0
880,CT,2020-11-28,0,0.0
881,CT,2020-11-28,1,0.0
882,CT,2020-11-28,2,1.0
883,CT,2020-11-28,3,1.0
884,CT,2020-12-05,0,1.0
885,CT,2020-12-05,1,1.0
886,CT,2020-12-05,2,1.0
887,CT,2020-12-05,3,1.0
888,CT,2020-12-12,0,1.0
889,CT,2020-12-12,1,1.0
890,CT,2020-12-12,2,1.0
891,CT,2020-12-12,3,1.0
892,CT,2020-12-19,0,1.0
893,CT,2020-12-19,1,1.0
894,CT,2020-12-19,2,1.0
895,CT,2020-12-19,3,1.0
896,DE,2020-05-16,0,0.0
897,DE,2020-05-16,1,1.0
898,DE,2020-05-16,2,1.0
899,DE,2020-05-16,3,1.0
900,DE,2020-05-23,0,1.0
901,DE,2020-05-23,1,1.0
902,DE,2020-05-23,2,1.0
903,DE,2020-05-23,3,1.0
904,DE,2020-05-30,0,1.0
905,DE,2020-05-30,1,1.0
906,DE,2020-05-30,2,1.0
907,DE,2020-05-30,3,1.0
908,DE,2020-06-06,0,1.0
909,DE,2020-06-06,1,1.0
910,DE,2020-06-06,2,0.0
911,DE,2020-06-06,3,1.0
912,DE,2020-06-13,0,1.0
913,DE,2020-06-13,1,0.0
914,DE,2020-06-13,2,0.0
915,DE,2020-06-13,3,1.0
916,DE,2020-06-20,0,0.0
917,DE,2020-06-20,1,0.0
918,DE,2020-06-20,2,0.0
919,DE,2020-06-20,3,1.0
920,DE,2020-06-27,0,0.0
921,DE,2020-06-27,1,0.0
922,DE,2020-06-27,2,1.0
923,DE,2020-06-27,3,1.0
924,DE,2020-07-04,0,0.0
925,DE,2020-07-04,1,1.0
926,DE,2020-07-04,2,0.0
927,DE,2020-07-04,3,1.0
928,DE,2020-07-11,0,0.0
929,DE,2020-07-11,1,0.0
930,DE,2020-07-11,2,1.0
931,DE,2020-07-11,3,1.0
932,DE,2020-07-18,0,0.0
933,DE,2020-07-18,1,0.0
934,DE,2020-07-18,2,1.0
935,DE,2020-07-18,3,0.0
936,DE,2020-07-25,0,0.0
937,DE,2020-07-25,1,0.0
938,DE,2020-07-25,2,0.0
939,DE,2020-07-25,3,1.0
940,DE,2020-08-01,0,0.0
941,DE,2020-08-01,1,0.0
942,DE,2020-08-01,2,1.0
943,DE,2020-08-01,3,1.0
944,DE,2020-08-08,0,0.0
945,DE,2020-08-08,1,1.0
946,DE,2020-08-08,2,1.0
947,DE,2020-08-08,3,1.0
948,DE,2020-08-15,0,1.0
949,DE,2020-08-15,1,1.0
950,DE,2020-08-15,2,1.0
951,DE,2020-08-15,3,1.0
952,DE,2020-08-22,0,0.0
953,DE,2020-08-22,1,0.0
954,DE,2020-08-22,2,1.0
955,DE,2020-08-22,3,1.0
956,DE,2020-08-29,0,0.0
957,DE,2020-08-29,1,1.0
958,DE,2020-08-29,2,1.0
959,DE,2020-08-29,3,1.0
960,DE,2020-09-05,0,1.0
961,DE,2020-09-05,1,1.0
962,DE,2020-09-05,2,1.0
963,DE,2020-09-05,3,1.0
964,DE,2020-09-12,0,1.0
965,DE,2020-09-12,1,1.0
966,DE,2020-09-12,2,1.0
967,DE,2020-09-12,3,1.0
968,DE,2020-09-19,0,1.0
969,DE,2020-09-19,1,1.0
970,DE,2020-09-19,2,1.0
971,DE,2020-09-19,3,1.0
972,DE,2020-09-26,0,1.0
973,DE,2020-09-26,1,0.0
974,DE,2020-09-26,2,1.0
975,DE,2020-09-26,3,1.0
976,DE,2020-10-03,0,0.0
977,DE,2020-10-03,1,0.0
978,DE,2020-10-03,2,1.0
979,DE,2020-10-03,3,1.0
980,DE,2020-10-10,0,1.0
981,DE,2020-10-10,1,1.0
982,DE,2020-10-10,2,1.0
983,DE,2020-10-10,3,1.0
984,DE,2020-10-17,0,1.0
985,DE,2020-10-17,1,1.0
986,DE,2020-10-17,2,0.0
987,DE,2020-10-17,3,1.0
988,DE,2020-10-24,0,1.0
989,DE,2020-10-24,1,0.0
990,DE,2020-10-24,2,1.0
991,DE,2020-10-24,3,1.0
992,DE,2020-10-31,0,0.0
993,DE,2020-10-31,1,1.0
994,DE,2020-10-31,2,0.0
995,DE,2020-10-31,3,1.0
996,DE,2020-11-07,0,1.0
997,DE,2020-11-07,1,1.0
998,DE,2020-11-07,2,1.0
999,DE,2020-11-07,3,1.0
1000,DE,2020-11-14,0,0.0
1001,DE,2020-11-14,1,1.0
1002,DE,2020-11-14,2,1.0
1003,DE,2020-11-14,3,1.0
1004,DE,2020-11-21,0,1.0
1005,DE,2020-11-21,1,1.0
1006,DE,2020-11-21,2,1.0
1007,DE,2020-11-21,3,1.0
1008,DE,2020-11-28,0,1.0
1009,DE,2020-11-28,1,1.0
1010,DE,2020-11-28,2,1.0
1011,DE,2020-11-28,3,1.0
1012,DE,2020-12-05,0,1.0
1013,DE,2020-12-05,1,1.0
1014,DE,2020-12-05,2,1.0
1015,DE,2020-12-05,3,1.0
1016,DE,2020-12-12,0,1.0
1017,DE,2020-12-12,1,1.0
1018,DE,2020-12-12,2,1.0
1019,DE,2020-12-12,3,1.0
1020,DE,2020-12-19,0,1.0
1021,DE,2020-12-19,1,1.0
1022,DE,2020-12-19,2,1.0
1023,DE,2020-12-19,3,1.0
1024,DC,2020-05-16,0,1.0
1025,DC,2020-05-16,1,1.0
1026,DC,2020-05-16,2,1.0
1027,DC,2020-05-16,3,1.0
1028,DC,2020-05-23,0,1.0
1029,DC,2020-05-23,1,1.0
1030,DC,2020-05-23,2,1.0
1031,DC,2020-05-23,3,1.0
1032,DC,2020-05-30,0,1.0
1033,DC,2020-05-30,1,1.0
1034,DC,2020-05-30,2,1.0
1035,DC,2020-05-30,3,1.0
1036,DC,2020-06-06,0,1.0
1037,DC,2020-06-06,1,1.0
1038,DC,2020-06-06,2,1.0
1039,DC,2020-06-06,3,1.0
1040,DC,2020-06-13,0,1.0
1041,DC,2020-06-13,1,1.0
1042,DC,2020-06-13,2,1.0
1043,DC,2020-06-13,3,1.0
1044,DC,2020-06-20,0,1.0
1045,DC,2020-06-20,1,1.0
1046,DC,2020-06-20,2,1.0
1047,DC,2020-06-20,3,1.0
1048,DC,2020-06-27,0,0.0
1049,DC,2020-06-27,1,1.0
1050,DC,2020-06-27,2,1.0
1051,DC,2020-06-27,3,1.0
1052,DC,2020-07-04,0,1.0
1053,DC,2020-07-04,1,1.0
1054,DC,2020-07-04,2,0.0
1055,DC,2020-07-04,3,1.0
1056,DC,2020-07-11,0,1.0
1057,DC,2020-07-11,1,0.0
1058,DC,2020-07-11,2,0.0
1059,DC,2020-07-11,3,1.0
1060,DC,2020-07-18,0,0.0
1061,DC,2020-07-18,1,0.0
1062,DC,2020-07-18,2,0.0
1063,DC,2020-07-18,3,1.0
1064,DC,2020-07-25,0,0.0
1065,DC,2020-07-25,1,0.0
1066,DC,2020-07-25,2,1.0
1067,DC,2020-07-25,3,1.0
1068,DC,2020-08-01,0,0.0
1069,DC,2020-08-01,1,1.0
1070,DC,2020-08-01,2,1.0
1071,DC,2020-08-01,3,0.0
1072,DC,2020-08-08,0,0.0
1073,DC,2020-08-08,1,1.0
1074,DC,2020-08-08,2,0.0
1075,DC,2020-08-08,3,1.0
1076,DC,2020-08-15,0,0.0
1077,DC,2020-08-15,1,0.0
1078,DC,2020-08-15,2,1.0
1079,DC,2020-08-15,3,1.0
1080,DC,2020-08-22,0,0.0
1081,DC,2020-08-22,1,0.0
1082,DC,2020-08-22,2,1.0
1083,DC,2020-08-22,3,0.0
1084,DC,2020-08-29,0,1.0
1085,DC,2020-08-29,1,1.0
1086,DC,2020-08-29,2,1.0
1087,DC,2020-08-29,3,1.0
1088,DC,2020-09-05,0,0.0
1089,DC,2020-09-05,1,0.0
1090,DC,2020-09-05,2,1.0
1091,DC,2020-09-05,3,1.0
1092,DC,2020-09-12,0,0.0
1093,DC,2020-09-12,1,1.0
1094,DC,2020-09-12,2,1.0
1095,DC,2020-09-12,3,1.0
1096,DC,2020-09-19,0,0.0
1097,DC,2020-09-19,1,1.0
1098,DC,2020-09-19,2,1.0
1099,DC,2020-09-19,3,1.0
1100,DC,2020-09-26,0,0.0
1101,DC,2020-09-26,1,1.0
1102,DC,2020-09-26,2,0.0
1103,DC,2020-09-26,3,0.0
1104,DC,2020-10-03,0,0.0
1105,DC,2020-10-03,1,0.0
1106,DC,2020-10-03,2,0.0
1107,DC,2020-10-03,3,0.0
1108,DC,2020-10-10,0,0.0
1109,DC,2020-10-10,1,0.0
1110,DC,2020-10-10,2,0.0
1111,DC,2020-10-10,3,1.0
1112,DC,2020-10-17,0,0.0
1113,DC,2020-10-17,1,0.0
1114,DC,2020-10-17,2,1.0
1115,DC,2020-10-17,3,0.0
1116,DC,2020-10-24,0,0.0
1117,DC,2020-10-24,1,1.0
1118,DC,2020-10-24,2,0.0
1119,DC,2020-10-24,3,1.0
1120,DC,2020-10-31,0,1.0
1121,DC,2020-10-31,1,0.0
1122,DC,2020-10-31,2,1.0
1123,DC,2020-10-31,3,1.0
1124,DC,2020-11-07,0,0.0
1125,DC,2020-11-07,1,1.0
1126,DC,2020-11-07,2,1.0
1127,DC,2020-11-07,3,1.0
1128,DC,2020-11-14,0,1.0
1129,DC,2020-11-14,1,0.0
1130,DC,2020-11-14,2,1.0
1131,DC,2020-11-14,3,1.0
1132,DC,2020-11-21,0,0.0
1133,DC,2020-11-21,1,1.0
1134,DC,2020-11-21,2,1.0
1135,DC,2020-11-21,3,1.0
1136,DC,2020-11-28,0,1.0
1137,DC,2020-11-28,1,1.0
1138,DC,2020-11-28,2,1.0
1139,DC,2020-11-28,3,1.0
1140,DC,2020-12-05,0,1.0
1141,DC,2020-12-05,1,1.0
1142,DC,2020-12-05,2,1.0
1143,DC,2020-12-05,3,1.0
1144,DC,2020-12-12,0,0.0
1145,DC,2020-12-12,1,1.0
1146,DC,2020-12-12,2,1.0
1147,DC,2020-12-12,3,1.0
1148,DC,2020-12-19,0,1.0
1149,DC,2020-12-19,1,1.0
1150,DC,2020-12-19,2,1.0
1151,DC,2020-12-19,3,1.0
1152,FL,2020-05-16,0,1.0
1153,FL,2020-05-16,1,1.0
1154,FL,2020-05-16,2,1.0
1155,FL,2020-05-16,3,1.0
1156,FL,2020-05-23,0,1.0
1157,FL,2020-05-23,1,1.0
1158,FL,2020-05-23,2,1.0
1159,FL,2020-05-23,3,1.0
1160,FL,2020-05-30,0,1.0
1161,FL,2020-05-30,1,1.0
1162,FL,2020-05-30,2,1.0
1163,FL,2020-05-30,3,1.0
1164,FL,2020-06-06,0,1.0
1165,FL,2020-06-06,1,1.0
1166,FL,2020-06-06,2,1.0
1167,FL,2020-06-06,3,1.0
1168,FL,2020-06-13,0,1.0
1169,FL,2020-06-13,1,1.0
1170,FL,2020-06-13,2,1.0
1171,FL,2020-06-13,3,1.0
1172,FL,2020-06-20,0,1.0
1173,FL,2020-06-20,1,1.0
1174,FL,2020-06-20,2,1.0
1175,FL,2020-06-20,3,1.0
1176,FL,2020-06-27,0,1.0
1177,FL,2020-06-27,1,1.0
1178,FL,2020-06-27,2,1.0
1179,FL,2020-06-27,3,1.0
1180,FL,2020-07-04,0,1.0
1181,FL,2020-07-04,1,1.0
1182,FL,2020-07-04,2,1.0
1183,FL,2020-07-04,3,1.0
1184,FL,2020-07-11,0,1.0
1185,FL,2020-07-11,1,1.0
1186,FL,2020-07-11,2,1.0
1187,FL,2020-07-11,3,1.0
1188,FL,2020-07-18,0,1.0
1189,FL,2020-07-18,1,1.0
1190,FL,2020-07-18,2,1.0
1191,FL,2020-07-18,3,1.0
1192,FL,2020-07-25,0,1.0
1193,FL,2020-07-25,1,1.0
1194,FL,2020-07-25,2,1.0
1195,FL,2020-07-25,3,1.0
1196,FL,2020-08-01,0,1.0
1197,FL,2020-08-01,1,1.0
1198,FL,2020-08-01,2,1.0
1199,FL,2020-08-01,3,1.0
1200,FL,2020-08-08,0,1.0
1201,FL,2020-08-08,1,1.0
1202,FL,2020-08-08,2,1.0
1203,FL,2020-08-08,3,1.0
1204,FL,2020-08-15,0,1.0
1205,FL,2020-08-15,1,1.0
1206,FL,2020-08-15,2,1.0
1207,FL,2020-08-15,3,1.0
1208,FL,2020-08-22,0,1.0
1209,FL,2020-08-22,1,1.0
1210,FL,2020-08-22,2,1.0
1211,FL,2020-08-22,3,1.0
1212,FL,2020-08-29,0,1.0
1213,FL,2020-08-29,1,1.0
1214,FL,2020-08-29,2,1.0
1215,FL,2020-08-29,3,1.0
1216,FL,2020-09-05,0,1.0
1217,FL,2020-09-05,1,1.0
1218,FL,2020-09-05,2,1.0
1219,FL,2020-09-05,3,1.0
1220,FL,2020-09-12,0,1.0
1221,FL,2020-09-12,1,1.0
1222,FL,2020-09-12,2,1.0
1223,FL,2020-09-12,3,1.0
1224,FL,2020-09-19,0,1.0
1225,FL,2020-09-19,1,1.0
1226,FL,2020-09-19,2,1.0
1227,FL,2020-09-19,3,1.0
1228,FL,2020-09-26,0,1.0
1229,FL,2020-09-26,1,1.0
1230,FL,2020-09-26,2,1.0
1231,FL,2020-09-26,3,1.0
1232,FL,2020-10-03,0,1.0
1233,FL,2020-10-03,1,1.0
1234,FL,2020-10-03,2,1.0
1235,FL,2020-10-03,3,1.0
1236,FL,2020-10-10,0,1.0
1237,FL,2020-10-10,1,1.0
1238,FL,2020-10-10,2,1.0
1239,FL,2020-10-10,3,1.0
1240,FL,2020-10-17,0,1.0
1241,FL,2020-10-17,1,1.0
1242,FL,2020-10-17,2,1.0
1243,FL,2020-10-17,3,1.0
1244,FL,2020-10-24,0,1.0
1245,FL,2020-10-24,1,1.0
1246,FL,2020-10-24,2,1.0
1247,FL,2020-10-24,3,1.0
1248,FL,2020-10-31,0,1.0
1249,FL,2020-10-31,1,1.0
1250,FL,2020-10-31,2,1.0
1251,FL,2020-10-31,3,1.0
1252,FL,2020-11-07,0,1.0
1253,FL,2020-11-07,1,1.0
1254,FL,2020-11-07,2,1.0
1255,FL,2020-11-07,3,1.0
1256,FL,2020-11-14,0,1.0
1257,FL,2020-11-14,1,1.0
1258,FL,2020-11-14,2,1.0
1259,FL,2020-11-14,3,1.0
1260,FL,2020-11-21,0,1.0
1261,FL,2020-11-21,1,1.0
1262,FL,2020-11-21,2,1.0
1263,FL,2020-11-21,3,1.0
1264,FL,2020-11-28,0,1.0
1265,FL,2020-11-28,1,1.0
1266,FL,2020-11-28,2,1.0
1267,FL,2020-11-28,3,1.0
1268,FL,2020-12-05,0,1.0
1269,FL,2020-12-05,1,1.0
1270,FL,2020-12-05,2,1.0
1271,FL,2020-12-05,3,1.0
1272,FL,2020-12-12,0,1.0
1273,FL,2020-12-12,1,1.0
1274,FL,2020-12-12,2,1.0
1275,FL,2020-12-12,3,1.0
1276,FL,2020-12-19,0,1.0
1277,FL,2020-12-19,1,1.0
1278,FL,2020-12-19,2,1.0
1279,FL,2020-12-19,3,1.0
1280,GA,2020-05-16,0,1.0
1281,GA,2020-05-16,1,1.0
1282,GA,2020-05-16,2,1.0
1283,GA,2020-05-16,3,1.0
1284,GA,2020-05-23,0,1.0
1285,GA,2020-05-23,1,1.0
1286,GA,2020-05-23,2,1.0
1287,GA,2020-05-23,3,1.0
1288,GA,2020-05-30,0,1.0
1289,GA,2020-05-30,1,1.0
1290,GA,2020-05-30,2,1.0
1291,GA,2020-05-30,3,1.0
1292,GA,2020-06-06,0,1.0
1293,GA,2020-06-06,1,1.0
1294,GA,2020-06-06,2,1.0
1295,GA,2020-06-06,3,1.0
1296,GA,2020-06-13,0,1.0
1297,GA,2020-06-13,1,1.0
1298,GA,2020-06-13,2,1.0
1299,GA,2020-06-13,3,1.0
1300,GA,2020-06-20,0,1.0
1301,GA,2020-06-20,1,1.0
1302,GA,2020-06-20,2,1.0
1303,GA,2020-06-20,3,1.0
1304,GA,2020-06-27,0,1.0
1305,GA,2020-06-27,1,1.0
1306,GA,2020-06-27,2,1.0
1307,GA,2020-06-27,3,1.0
1308,GA,2020-07-04,0,1.0
1309,GA,2020-07-04,1,1.0
1310,GA,2020-07-04,2,1.0
1311,GA,2020-07-04,3,1.0
1312,GA,2020-07-11,0,1.0
1313,GA,2020-07-11,1,1.0
1314,GA,2020-07-11,2,1.0
1315,GA,2020-07-11,3,1.0
1316,GA,2020-07-18,0,1.0
1317,GA,2020-07-18,1,1.0
1318,GA,2020-07-18,2,1.0
1319,GA,2020-07-18,3,1.0
1320,GA,2020-07-25,0,1.0
1321,GA,2020-07-25,1,1.0
1322,GA,2020-07-25,2,1.0
1323,GA,2020-07-25,3,1.0
1324,GA,2020-08-01,0,1.0
1325,GA,2020-08-01,1,1.0
1326,GA,2020-08-01,2,1.0
1327,GA,2020-08-01,3,1.0
1328,GA,2020-08-08,0,1.0
1329,GA,2020-08-08,1,1.0
1330,GA,2020-08-08,2,1.0
1331,GA,2020-08-08,3,1.0
1332,GA,2020-08-15,0,1.0
1333,GA,2020-08-15,1,1.0
1334,GA,2020-08-15,2,1.0
1335,GA,2020-08-15,3,1.0
1336,GA,2020-08-22,0,1.0
1337,GA,2020-08-22,1,1.0
1338,GA,2020-08-22,2,1.0
1339,GA,2020-08-22,3,1.0
1340,GA,2020-08-29,0,1.0
1341,GA,2020-08-29,1,1.0
1342,GA,2020-08-29,2,1.0
1343,GA,2020-08-29,3,1.0
1344,GA,2020-09-05,0,1.0
1345,GA,2020-09-05,1,1.0
1346,GA,2020-09-05,2,1.0
1347,GA,2020-09-05,3,1.0
1348,GA,2020-09-12,0,1.0
1349,GA,2020-09-12,1,1.0
1350,GA,2020-09-12,2,1.0
1351,GA,2020-09-12,3,1.0
1352,GA,2020-09-19,0,1.0
1353,GA,2020-09-19,1,1.0
1354,GA,2020-09-19,2,1.0
1355,GA,2020-09-19,3,1.0
1356,GA,2020-09-26,0,1.0
1357,GA,2020-09-26,1,1.0
1358,GA,2020-09-26,2,1.0
1359,GA,2020-09-26,3,1.0
1360,GA,2020-10-03,0,1.0
1361,GA,2020-10-03,1,1.0
1362,GA,2020-10-03,2,1.0
1363,GA,2020-10-03,3,1.0
1364,GA,2020-10-10,0,1.0
1365,GA,2020-10-10,1,1.0
1366,GA,2020-10-10,2,1.0
1367,GA,2020-10-10,3,1.0
1368,GA,2020-10-17,0,1.0
1369,GA,2020-10-17,1,1.0
1370,GA,2020-10-17,2,1.0
1371,GA,2020-10-17,3,1.0
1372,GA,2020-10-24,0,1.0
1373,GA,2020-10-24,1,1.0
1374,GA,2020-10-24,2,1.0
1375,GA,2020-10-24,3,1.0
1376,GA,2020-10-31,0,0.0
1377,GA,2020-10-31,1,1.0
1378,GA,2020-10-31,2,1.0
1379,GA,2020-10-31,3,1.0
1380,GA,2020-11-07,0,1.0
1381,GA,2020-11-07,1,1.0
1382,GA,2020-11-07,2,1.0
1383,GA,2020-11-07,3,1.0
1384,GA,2020-11-14,0,1.0
1385,GA,2020-11-14,1,1.0
1386,GA,2020-11-14,2,1.0
1387,GA,2020-11-14,3,1.0
1388,GA,2020-11-21,0,1.0
1389,GA,2020-11-21,1,1.0
1390,GA,2020-11-21,2,1.0
1391,GA,2020-11-21,3,1.0
1392,GA,2020-11-28,0,1.0
1393,GA,2020-11-28,1,1.0
1394,GA,2020-11-28,2,1.0
1395,GA,2020-11-28,3,1.0
1396,GA,2020-12-05,0,1.0
1397,GA,2020-12-05,1,1.0
1398,GA,2020-12-05,2,1.0
1399,GA,2020-12-05,3,1.0
1400,GA,2020-12-12,0,1.0
1401,GA,2020-12-12,1,1.0
1402,GA,2020-12-12,2,1.0
1403,GA,2020-12-12,3,1.0
1404,GA,2020-12-19,0,1.0
1405,GA,2020-12-19,1,1.0
1406,GA,2020-12-19,2,1.0
1407,GA,2020-12-19,3,1.0
1408,HI,2020-05-16,0,0.0
1409,HI,2020-05-16,1,0.0
1410,HI,2020-05-16,2,0.0
1411,HI,2020-05-16,3,0.0
1412,HI,2020-05-23,0,0.0
1413,HI,2020-05-23,1,0.0
1414,HI,2020-05-23,2,0.0
1415,HI,2020-05-23,3,0.0
1416,HI,2020-05-30,0,0.0
1417,HI,2020-05-30,1,0.0
1418,HI,2020-05-30,2,0.0
1419,HI,2020-05-30,3,0.0
1420,HI,2020-06-06,0,0.0
1421,HI,2020-06-06,1,0.0
1422,HI,2020-06-06,2,0.0
1423,HI,2020-06-06,3,0.0
1424,HI,2020-06-13,0,0.0
1425,HI,2020-06-13,1,0.0
1426,HI,2020-06-13,2,0.0
1427,HI,2020-06-13,3,0.0
1428,HI,2020-06-20,0,0.0
1429,HI,2020-06-20,1,0.0
1430,HI,2020-06-20,2,0.0
1431,HI,2020-06-20,3,1.0
1432,HI,2020-06-27,0,0.0
1433,HI,2020-06-27,1,0.0
1434,HI,2020-06-27,2,0.0
1435,HI,2020-06-27,3,0.0
1436,HI,2020-07-04,0,0.0
1437,HI,2020-07-04,1,0.0
1438,HI,2020-07-04,2,0.0
1439,HI,2020-07-04,3,0.0
1440,HI,2020-07-11,0,0.0
1441,HI,2020-07-11,1,0.0
1442,HI,2020-07-11,2,0.0
1443,HI,2020-07-11,3,1.0
1444,HI,2020-07-18,0,0.0
1445,HI,2020-07-18,1,0.0
1446,HI,2020-07-18,2,0.0
1447,HI,2020-07-18,3,1.0
1448,HI,2020-07-25,0,0.0
1449,HI,2020-07-25,1,0.0
1450,HI,2020-07-25,2,1.0
1451,HI,2020-07-25,3,1.0
1452,HI,2020-08-01,0,1.0
1453,HI,2020-08-01,1,1.0
1454,HI,2020-08-01,2,1.0
1455,HI,2020-08-01,3,1.0
1456,HI,2020-08-08,0,0.0
1457,HI,2020-08-08,1,0.0
1458,HI,2020-08-08,2,1.0
1459,HI,2020-08-08,3,1.0
1460,HI,2020-08-15,0,0.0
1461,HI,2020-08-15,1,1.0
1462,HI,2020-08-15,2,1.0
1463,HI,2020-08-15,3,1.0
1464,HI,2020-08-22,0,1.0
1465,HI,2020-08-22,1,1.0
1466,HI,2020-08-22,2,1.0
1467,HI,2020-08-22,3,1.0
1468,HI,2020-08-29,0,1.0
1469,HI,2020-08-29,1,0.0
1470,HI,2020-08-29,2,1.0
1471,HI,2020-08-29,3,1.0
1472,HI,2020-09-05,0,0.0
1473,HI,2020-09-05,1,1.0
1474,HI,2020-09-05,2,1.0
1475,HI,2020-09-05,3,1.0
1476,HI,2020-09-12,0,1.0
1477,HI,2020-09-12,1,1.0
1478,HI,2020-09-12,2,1.0
1479,HI,2020-09-12,3,1.0
1480,HI,2020-09-19,0,0.0
1481,HI,2020-09-19,1,1.0
1482,HI,2020-09-19,2,1.0
1483,HI,2020-09-19,3,1.0
1484,HI,2020-09-26,0,1.0
1485,HI,2020-09-26,1,1.0
1486,HI,2020-09-26,2,1.0
1487,HI,2020-09-26,3,1.0
1488,HI,2020-10-03,0,0.0
1489,HI,2020-10-03,1,1.0
1490,HI,2020-10-03,2,1.0
1491,HI,2020-10-03,3,0.0
1492,HI,2020-10-10,0,1.0
1493,HI,2020-10-10,1,1.0
1494,HI,2020-10-10,2,1.0
1495,HI,2020-10-10,3,0.0
1496,HI,2020-10-17,0,1.0
1497,HI,2020-10-17,1,1.0
1498,HI,2020-10-17,2,0.0
1499,HI,2020-10-17,3,0.0
1500,HI,2020-10-24,0,0.0
1501,HI,2020-10-24,1,0.0
1502,HI,2020-10-24,2,0.0
1503,HI,2020-10-24,3,1.0
1504,HI,2020-10-31,0,0.0
1505,HI,2020-10-31,1,0.0
1506,HI,2020-10-31,2,1.0
1507,HI,2020-10-31,3,1.0
1508,HI,2020-11-07,0,0.0
1509,HI,2020-11-07,1,1.0
1510,HI,2020-11-07,2,1.0
1511,HI,2020-11-07,3,1.0
1512,HI,2020-11-14,0,1.0
1513,HI,2020-11-14,1,1.0
