,state,date,h,cp
2250,KY,2020-09-19,2,1.0
2251,KY,2020-09-19,3,1.0
2252,KY,2020-09-26,0,1.0
2253,KY,2020-09-26,1,1.0
2254,KY,2020-09-26,2,1.0
2255,KY,2020-09-26,3,1.0
2256,KY,2020-10-03,0,1.0
2257,KY,2020-10-03,1,1.0
2258,KY,2020-10-03,2,1.0
2259,KY,2020-10-03,3,1.0
2260,KY,2020-10-10,0,1.0
2261,KY,2020-10-10,1,1.0
2262,KY,2020-10-10,2,1.0
2263,KY,2020-10-10,3,1.0
2264,KY,2020-10-17,0,1.0
2265,KY,2020-10-17,1,1.0
2266,KY,2020-10-17,2,1.0
2267,KY,2020-10-17,3,1.0
2268,KY,2020-10-24,0,1.0
2269,KY,2020-10-24,1,1.0
2270,KY,2020-10-24,2,1.0
2271,KY,2020-10-24,3,1.0
2272,KY,2020-10-31,0,1.0
2273,KY,2020-10-31,1,1.0
2274,KY,2020-10-31,2,1.0
2275,KY,2020-10-31,3,1.0
2276,KY,2020-11-07,0,1.0
2277,KY,2020-11-07,1,1.0
2278,KY,2020-11-07,2,1.0
2279,KY,2020-11-07,3,1.0
2280,KY,2020-11-14,0,1.0
2281,KY,2020-11-14,1,1.0
2282,KY,2020-11-14,2,1.0
2283,KY,2020-11-14,3,1.0
2284,KY,2020-11-21,0,1.0
2285,KY,2020-11-21,1,1.0
2286,KY,2020-11-21,2,1.0
2287,KY,2020-11-21,3,1.0
2288,KY,2020-11-28,0,1.0
2289,KY,2020-11-28,1,1.0
2290,KY,2020-11-28,2,1.0
2291,KY,2020-11-28,3,1.0
2292,KY,2020-12-05,0,1.0
2293,KY,2020-12-05,1,1.0
2294,KY,2020-12-05,2,1.0
2295,KY,2020-12-05,3,1.0
2296,KY,2020-12-12,0,1.0
2297,KY,2020-12-12,1,1.0
2298,KY,2020-12-12,2,1.0
2299,KY,2020-12-12,3,1.0
2300,KY,2020-12-19,0,1.0
2301,KY,2020-12-19,1,1.0
2302,KY,2020-12-19,2,1.0
2303,KY,2020-12-19,3,1.0
2304,LA,2020-05-16,0,1.0
2305,LA,2020-05-16,1,1.0
2306,LA,2020-05-16,2,1.0
2307,LA,2020-05-16,3,1.0
2308,LA,2020-05-23,0,1.0
2309,LA,2020-05-23,1,1.0
2310,LA,2020-05-23,2,1.0
2311,LA,2020-05-23,3,1.0
2312,LA,2020-05-30,0,1.0
2313,LA,2020-05-30,1,1.0
2314,LA,2020-05-30,2,1.0
2315,LA,2020-05-30,3,1.0
2316,LA,2020-06-06,0,1.0
2317,LA,2020-06-06,1,1.0
2318,LA,2020-06-06,2,1.0
2319,LA,2020-06-06,3,1.0
2320,LA,2020-06-13,0,1.0
2321,LA,2020-06-13,1,1.0
2322,LA,2020-06-13,2,1.0
2323,LA,2020-06-13,3,1.0
2324,LA,2020-06-20,0,1.0
2325,LA,2020-06-20,1,1.0
2326,LA,2020-06-20,2,1.0
2327,LA,2020-06-20,3,1.0
2328,LA,2020-06-27,0,1.0
2329,LA,2020-06-27,1,1.0
2330,LA,2020-06-27,2,1.0
2331,LA,2020-06-27,3,1.0
2332,LA,2020-07-04,0,1.0
2333,LA,2020-07-04,1,1.0
2334,LA,2020-07-04,2,1.0
2335,LA,2020-07-04,3,1.0
2336,LA,2020-07-11,0,1.0
2337,LA,2020-07-11,1,1.0
2338,LA,2020-07-11,2,1.0
2339,LA,2020-07-11,3,1.0
2340,LA,2020-07-18,0,1.0
2341,LA,2020-07-18,1,1.0
2342,LA,2020-07-18,2,1.0
2343,LA,2020-07-18,3,1.0
2344,LA,2020-07-25,0,1.0
2345,LA,2020-07-25,1,1.0
2346,LA,2020-07-25,2,1.0
2347,LA,2020-07-25,3,1.0
2348,LA,2020-08-01,0,1.0
2349,LA,2020-08-01,1,1.0
2350,LA,2020-08-01,2,1.0
2351,LA,2020-08-01,3,1.0
2352,LA,2020-08-08,0,1.0
2353,LA,2020-08-08,1,1.0
2354,LA,2020-08-08,2,1.0
2355,LA,2020-08-08,3,1.0
2356,LA,2020-08-15,0,1.0
2357,LA,2020-08-15,1,1.0
2358,LA,2020-08-15,2,1.0
2359,LA,2020-08-15,3,1.0
2360,LA,2020-08-22,0,1.0
2361,LA,2020-08-22,1,1.0
2362,LA,2020-08-22,2,1.0
2363,LA,2020-08-22,3,1.0
2364,LA,2020-08-29,0,1.0
2365,LA,2020-08-29,1,1.0
2366,LA,2020-08-29,2,1.0
2367,LA,2020-08-29,3,1.0
2368,LA,2020-09-05,0,1.0
2369,LA,2020-09-05,1,1.0
2370,LA,2020-09-05,2,1.0
2371,LA,2020-09-05,3,1.0
2372,LA,2020-09-12,0,1.0
2373,LA,2020-09-12,1,1.0
2374,LA,2020-09-12,2,1.0
2375,LA,2020-09-12,3,1.0
2376,LA,2020-09-19,0,1.0
2377,LA,2020-09-19,1,1.0
2378,LA,2020-09-19,2,1.0
2379,LA,2020-09-19,3,1.0
2380,LA,2020-09-26,0,1.0
2381,LA,2020-09-26,1,1.0
2382,LA,2020-09-26,2,1.0
2383,LA,2020-09-26,3,1.0
2384,LA,2020-10-03,0,1.0
2385,LA,2020-10-03,1,1.0
2386,LA,2020-10-03,2,1.0
2387,LA,2020-10-03,3,1.0
2388,LA,2020-10-10,0,1.0
2389,LA,2020-10-10,1,1.0
2390,LA,2020-10-10,2,1.0
2391,LA,2020-10-10,3,1.0
2392,LA,2020-10-17,0,1.0
2393,LA,2020-10-17,1,1.0
2394,LA,2020-10-17,2,1.0
2395,LA,2020-10-17,3,1.0
2396,LA,2020-10-24,0,1.0
2397,LA,2020-10-24,1,1.0
2398,LA,2020-10-24,2,1.0
2399,LA,2020-10-24,3,1.0
2400,LA,2020-10-31,0,1.0
2401,LA,2020-10-31,1,1.0
2402,LA,2020-10-31,2,1.0
2403,LA,2020-10-31,3,1.0
2404,LA,2020-11-07,0,1.0
2405,LA,2020-11-07,1,1.0
2406,LA,2020-11-07,2,1.0
2407,LA,2020-11-07,3,1.0
2408,LA,2020-11-14,0,1.0
2409,LA,2020-11-14,1,1.0
2410,LA,2020-11-14,2,1.0
2411,LA,2020-11-14,3,1.0
2412,LA,2020-11-21,0,1.0
2413,LA,2020-11-21,1,1.0
2414,LA,2020-11-21,2,1.0
2415,LA,2020-11-21,3,1.0
2416,LA,2020-11-28,0,1.0
2417,LA,2020-11-28,1,1.0
2418,LA,2020-11-28,2,1.0
2419,LA,2020-11-28,3,1.0
2420,LA,2020-12-05,0,1.0
2421,LA,2020-12-05,1,1.0
2422,LA,2020-12-05,2,1.0
2423,LA,2020-12-05,3,1.0
2424,LA,2020-12-12,0,1.0
2425,LA,2020-12-12,1,1.0
2426,LA,2020-12-12,2,1.0
2427,LA,2020-12-12,3,1.0
2428,LA,2020-12-19,0,1.0
2429,LA,2020-12-19,1,1.0
2430,LA,2020-12-19,2,1.0
2431,LA,2020-12-19,3,1.0
2432,ME,2020-05-16,0,0.0
2433,ME,2020-05-16,1,1.0
2434,ME,2020-05-16,2,1.0
2435,ME,2020-05-16,3,0.0
2436,ME,2020-05-23,0,1.0
2437,ME,2020-05-23,1,0.0
2438,ME,2020-05-23,2,0.0
2439,ME,2020-05-23,3,0.0
2440,ME,2020-05-30,0,0.0
2441,ME,2020-05-30,1,0.0
2442,ME,2020-05-30,2,0.0
2443,ME,2020-05-30,3,0.0
2444,ME,2020-06-06,0,0.0
2445,ME,2020-06-06,1,0.0
2446,ME,2020-06-06,2,0.0
2447,ME,2020-06-06,3,1.0
2448,ME,2020-06-13,0,0.0
2449,ME,2020-06-13,1,0.0
2450,ME,2020-06-13,2,1.0
2451,ME,2020-06-13,3,1.0
2452,ME,2020-06-20,0,0.0
2453,ME,2020-06-20,1,1.0
2454,ME,2020-06-20,2,1.0
2455,ME,2020-06-20,3,1.0
2456,ME,2020-06-27,0,0.0
2457,ME,2020-06-27,1,1.0
2458,ME,2020-06-27,2,1.0
2459,ME,2020-06-27,3,0.0
2460,ME,2020-07-04,0,0.0
2461,ME,2020-07-04,1,0.0
2462,ME,2020-07-04,2,0.0
2463,ME,2020-07-04,3,1.0
2464,ME,2020-07-11,0,0.0
2465,ME,2020-07-11,1,0.0
2466,ME,2020-07-11,2,1.0
2467,ME,2020-07-11,3,1.0
2468,ME,2020-07-18,0,0.0
2469,ME,2020-07-18,1,0.0
2470,ME,2020-07-18,2,1.0
2471,ME,2020-07-18,3,1.0
2472,ME,2020-07-25,0,0.0
2473,ME,2020-07-25,1,0.0
2474,ME,2020-07-25,2,0.0
2475,ME,2020-07-25,3,1.0
2476,ME,2020-08-01,0,0.0
2477,ME,2020-08-01,1,0.0
2478,ME,2020-08-01,2,0.0
2479,ME,2020-08-01,3,0.0
2480,ME,2020-08-08,0,0.0
2481,ME,2020-08-08,1,0.0
2482,ME,2020-08-08,2,0.0
2483,ME,2020-08-08,3,0.0
2484,ME,2020-08-15,0,0.0
2485,ME,2020-08-15,1,0.0
2486,ME,2020-08-15,2,0.0
2487,ME,2020-08-15,3,0.0
2488,ME,2020-08-22,0,0.0
2489,ME,2020-08-22,1,0.0
2490,ME,2020-08-22,2,0.0
2491,ME,2020-08-22,3,0.0
2492,ME,2020-08-29,0,0.0
2493,ME,2020-08-29,1,0.0
2494,ME,2020-08-29,2,0.0
2495,ME,2020-08-29,3,0.0
2496,ME,2020-09-05,0,0.0
2497,ME,2020-09-05,1,0.0
2498,ME,2020-09-05,2,0.0
2499,ME,2020-09-05,3,0.0
2500,ME,2020-09-12,0,0.0
2501,ME,2020-09-12,1,0.0
2502,ME,2020-09-12,2,0.0
2503,ME,2020-09-12,3,0.0
2504,ME,2020-09-19,0,0.0
2505,ME,2020-09-19,1,0.0
2506,ME,2020-09-19,2,0.0
2507,ME,2020-09-19,3,0.0
2508,ME,2020-09-26,0,0.0
2509,ME,2020-09-26,1,0.0
2510,ME,2020-09-26,2,0.0
2511,ME,2020-09-26,3,0.0
2512,ME,2020-10-03,0,0.0
2513,ME,2020-10-03,1,0.0
2514,ME,2020-10-03,2,0.0
2515,ME,2020-10-03,3,0.0
2516,ME,2020-10-10,0,0.0
2517,ME,2020-10-10,1,0.0
2518,ME,2020-10-10,2,0.0
2519,ME,2020-10-10,3,1.0
2520,ME,2020-10-17,0,0.0
2521,ME,2020-10-17,1,0.0
2522,ME,2020-10-17,2,0.0
2523,ME,2020-10-17,3,1.0
2524,ME,2020-10-24,0,0.0
2525,ME,2020-10-24,1,0.0
2526,ME,2020-10-24,2,1.0
2527,ME,2020-10-24,3,1.0
2528,ME,2020-10-31,0,0.0
2529,ME,2020-10-31,1,1.0
2530,ME,2020-10-31,2,1.0
2531,ME,2020-10-31,3,1.0
2532,ME,2020-11-07,0,1.0
2533,ME,2020-11-07,1,1.0
2534,ME,2020-11-07,2,1.0
2535,ME,2020-11-07,3,1.0
2536,ME,2020-11-14,0,0.0
2537,ME,2020-11-14,1,0.0
2538,ME,2020-11-14,2,1.0
2539,ME,2020-11-14,3,1.0
2540,ME,2020-11-21,0,0.0
2541,ME,2020-11-21,1,1.0
2542,ME,2020-11-21,2,1.0
2543,ME,2020-11-21,3,1.0
2544,ME,2020-11-28,0,0.0
2545,ME,2020-11-28,1,0.0
2546,ME,2020-11-28,2,0.0
2547,ME,2020-11-28,3,1.0
2548,ME,2020-12-05,0,1.0
2549,ME,2020-12-05,1,1.0
2550,ME,2020-12-05,2,1.0
2551,ME,2020-12-05,3,1.0
2552,ME,2020-12-12,0,1.0
2553,ME,2020-12-12,1,1.0
2554,ME,2020-12-12,2,1.0
2555,ME,2020-12-12,3,1.0
2556,ME,2020-12-19,0,0.0
2557,ME,2020-12-19,1,1.0
2558,ME,2020-12-19,2,1.0
2559,ME,2020-12-19,3,1.0
2560,MD,2020-05-16,0,1.0
2561,MD,2020-05-16,1,1.0
2562,MD,2020-05-16,2,1.0
2563,MD,2020-05-16,3,1.0
2564,MD,2020-05-23,0,1.0
2565,MD,2020-05-23,1,1.0
2566,MD,2020-05-23,2,1.0
2567,MD,2020-05-23,3,1.0
2568,MD,2020-05-30,0,1.0
2569,MD,2020-05-30,1,1.0
2570,MD,2020-05-30,2,1.0
2571,MD,2020-05-30,3,1.0
2572,MD,2020-06-06,0,1.0
2573,MD,2020-06-06,1,1.0
2574,MD,2020-06-06,2,1.0
2575,MD,2020-06-06,3,1.0
2576,MD,2020-06-13,0,1.0
2577,MD,2020-06-13,1,1.0
2578,MD,2020-06-13,2,1.0
2579,MD,2020-06-13,3,1.0
2580,MD,2020-06-20,0,1.0
2581,MD,2020-06-20,1,1.0
2582,MD,2020-06-20,2,1.0
2583,MD,2020-06-20,3,1.0
2584,MD,2020-06-27,0,1.0
2585,MD,2020-06-27,1,1.0
2586,MD,2020-06-27,2,1.0
2587,MD,2020-06-27,3,1.0
2588,MD,2020-07-04,0,1.0
2589,MD,2020-07-04,1,1.0
2590,MD,2020-07-04,2,1.0
2591,MD,2020-07-04,3,1.0
2592,MD,2020-07-11,0,1.0
2593,MD,2020-07-11,1,1.0
2594,MD,2020-07-11,2,1.0
2595,MD,2020-07-11,3,1.0
2596,MD,2020-07-18,0,1.0
2597,MD,2020-07-18,1,1.0
2598,MD,2020-07-18,2,1.0
2599,MD,2020-07-18,3,1.0
2600,MD,2020-07-25,0,1.0
2601,MD,2020-07-25,1,1.0
2602,MD,2020-07-25,2,1.0
2603,MD,2020-07-25,3,1.0
2604,MD,2020-08-01,0,1.0
2605,MD,2020-08-01,1,1.0
2606,MD,2020-08-01,2,1.0
2607,MD,2020-08-01,3,1.0
2608,MD,2020-08-08,0,1.0
2609,MD,2020-08-08,1,1.0
2610,MD,2020-08-08,2,1.0
2611,MD,2020-08-08,3,1.0
2612,MD,2020-08-15,0,1.0
2613,MD,2020-08-15,1,1.0
2614,MD,2020-08-15,2,1.0
2615,MD,2020-08-15,3,1.0
2616,MD,2020-08-22,0,1.0
2617,MD,2020-08-22,1,1.0
2618,MD,2020-08-22,2,1.0
2619,MD,2020-08-22,3,1.0
2620,MD,2020-08-29,0,1.0
2621,MD,2020-08-29,1,1.0
2622,MD,2020-08-29,2,1.0
2623,MD,2020-08-29,3,1.0
2624,MD,2020-09-05,0,1.0
2625,MD,2020-09-05,1,1.0
2626,MD,2020-09-05,2,1.0
2627,MD,2020-09-05,3,1.0
2628,MD,2020-09-12,0,1.0
2629,MD,2020-09-12,1,1.0
2630,MD,2020-09-12,2,1.0
2631,MD,2020-09-12,3,1.0
2632,MD,2020-09-19,0,1.0
2633,MD,2020-09-19,1,1.0
2634,MD,2020-09-19,2,1.0
2635,MD,2020-09-19,3,1.0
2636,MD,2020-09-26,0,0.0
2637,MD,2020-09-26,1,1.0
2638,MD,2020-09-26,2,1.0
2639,MD,2020-09-26,3,1.0
2640,MD,2020-10-03,0,1.0
2641,MD,2020-10-03,1,1.0
2642,MD,2020-10-03,2,1.0
2643,MD,2020-10-03,3,1.0
2644,MD,2020-10-10,0,1.0
2645,MD,2020-10-10,1,1.0
2646,MD,2020-10-10,2,1.0
2647,MD,2020-10-10,3,1.0
2648,MD,2020-10-17,0,1.0
2649,MD,2020-10-17,1,1.0
2650,MD,2020-10-17,2,1.0
2651,MD,2020-10-17,3,1.0
2652,MD,2020-10-24,0,1.0
2653,MD,2020-10-24,1,1.0
2654,MD,2020-10-24,2,1.0
2655,MD,2020-10-24,3,1.0
2656,MD,2020-10-31,0,1.0
2657,MD,2020-10-31,1,1.0
2658,MD,2020-10-31,2,1.0
2659,MD,2020-10-31,3,1.0
2660,MD,2020-11-07,0,1.0
2661,MD,2020-11-07,1,1.0
2662,MD,2020-11-07,2,1.0
2663,MD,2020-11-07,3,1.0
2664,MD,2020-11-14,0,1.0
2665,MD,2020-11-14,1,1.0
2666,MD,2020-11-14,2,1.0
2667,MD,2020-11-14,3,1.0
2668,MD,2020-11-21,0,1.0
2669,MD,2020-11-21,1,1.0
2670,MD,2020-11-21,2,1.0
2671,MD,2020-11-21,3,1.0
2672,MD,2020-11-28,0,1.0
2673,MD,2020-11-28,1,1.0
2674,MD,2020-11-28,2,1.0
2675,MD,2020-11-28,3,1.0
2676,MD,2020-12-05,0,1.0
2677,MD,2020-12-05,1,1.0
2678,MD,2020-12-05,2,1.0
2679,MD,2020-12-05,3,1.0
2680,MD,2020-12-12,0,1.0
2681,MD,2020-12-12,1,1.0
2682,MD,2020-12-12,2,1.0
2683,MD,2020-12-12,3,1.0
2684,MD,2020-12-19,0,1.0
2685,MD,2020-12-19,1,1.0
2686,MD,2020-12-19,2,1.0
2687,MD,2020-12-19,3,1.0
2688,MA,2020-05-16,0,1.0
2689,MA,2020-05-16,1,1.0
2690,MA,2020-05-16,2,1.0
2691,MA,2020-05-16,3,1.0
2692,MA,2020-05-23,0,1.0
2693,MA,2020-05-23,1,1.0
2694,MA,2020-05-23,2,1.0
2695,MA,2020-05-23,3,1.0
2696,MA,2020-05-30,0,1.0
2697,MA,2020-05-30,1,1.0
2698,MA,2020-05-30,2,1.0
2699,MA,2020-05-30,3,1.0
2700,MA,2020-06-06,0,1.0
2701,MA,2020-06-06,1,1.0
2702,MA,2020-06-06,2,1.0
2703,MA,2020-06-06,3,1.0
2704,MA,2020-06-13,0,1.0
2705,MA,2020-06-13,1,1.0
2706,MA,2020-06-13,2,1.0
2707,MA,2020-06-13,3,1.0
2708,MA,2020-06-20,0,1.0
2709,MA,2020-06-20,1,1.0
2710,MA,2020-06-20,2,1.0
2711,MA,2020-06-20,3,1.0
2712,MA,2020-06-27,0,1.0
2713,MA,2020-06-27,1,1.0
2714,MA,2020-06-27,2,1.0
2715,MA,2020-06-27,3,1.0
2716,MA,2020-07-04,0,1.0
2717,MA,2020-07-04,1,1.0
2718,MA,2020-07-04,2,1.0
2719,MA,2020-07-04,3,1.0
2720,MA,2020-07-11,0,1.0
2721,MA,2020-07-11,1,1.0
2722,MA,2020-07-11,2,1.0
2723,MA,2020-07-11,3,1.0
2724,MA,2020-07-18,0,1.0
2725,MA,2020-07-18,1,1.0
2726,MA,2020-07-18,2,1.0
2727,MA,2020-07-18,3,1.0
2728,MA,2020-07-25,0,1.0
2729,MA,2020-07-25,1,1.0
2730,MA,2020-07-25,2,1.0
2731,MA,2020-07-25,3,1.0
2732,MA,2020-08-01,0,1.0
2733,MA,2020-08-01,1,1.0
2734,MA,2020-08-01,2,1.0
2735,MA,2020-08-01,3,1.0
2736,MA,2020-08-08,0,1.0
2737,MA,2020-08-08,1,1.0
2738,MA,2020-08-08,2,1.0
2739,MA,2020-08-08,3,1.0
2740,MA,2020-08-15,0,1.0
2741,MA,2020-08-15,1,1.0
2742,MA,2020-08-15,2,1.0
2743,MA,2020-08-15,3,1.0
2744,MA,2020-08-22,0,1.0
2745,MA,2020-08-22,1,1.0
2746,MA,2020-08-22,2,1.0
2747,MA,2020-08-22,3,1.0
2748,MA,2020-08-29,0,1.0
2749,MA,2020-08-29,1,1.0
2750,MA,2020-08-29,2,1.0
2751,MA,2020-08-29,3,1.0
2752,MA,2020-09-05,0,1.0
2753,MA,2020-09-05,1,1.0
2754,MA,2020-09-05,2,1.0
2755,MA,2020-09-05,3,1.0
2756,MA,2020-09-12,0,1.0
2757,MA,2020-09-12,1,1.0
2758,MA,2020-09-12,2,1.0
2759,MA,2020-09-12,3,1.0
2760,MA,2020-09-19,0,1.0
2761,MA,2020-09-19,1,1.0
2762,MA,2020-09-19,2,1.0
2763,MA,2020-09-19,3,1.0
2764,MA,2020-09-26,0,1.0
2765,MA,2020-09-26,1,1.0
2766,MA,2020-09-26,2,1.0
2767,MA,2020-09-26,3,1.0
2768,MA,2020-10-03,0,0.0
2769,MA,2020-10-03,1,1.0
2770,MA,2020-10-03,2,1.0
2771,MA,2020-10-03,3,1.0
2772,MA,2020-10-10,0,1.0
2773,MA,2020-10-10,1,1.0
2774,MA,2020-10-10,2,1.0
2775,MA,2020-10-10,3,1.0
2776,MA,2020-10-17,0,1.0
2777,MA,2020-10-17,1,1.0
2778,MA,2020-10-17,2,1.0
2779,MA,2020-10-17,3,1.0
2780,MA,2020-10-24,0,1.0
2781,MA,2020-10-24,1,1.0
2782,MA,2020-10-24,2,1.0
2783,MA,2020-10-24,3,1.0
2784,MA,2020-10-31,0,1.0
2785,MA,2020-10-31,1,1.0
2786,MA,2020-10-31,2,1.0
2787,MA,2020-10-31,3,1.0
2788,MA,2020-11-07,0,1.0
2789,MA,2020-11-07,1,1.0
2790,MA,2020-11-07,2,1.0
2791,MA,2020-11-07,3,1.0
2792,MA,2020-11-14,0,1.0
2793,MA,2020-11-14,1,1.0
2794,MA,2020-11-14,2,1.0
2795,MA,2020-11-14,3,1.0
2796,MA,2020-11-21,0,1.0
2797,MA,2020-11-21,1,1.0
2798,MA,2020-11-21,2,1.0
2799,MA,2020-11-21,3,1.0
2800,MA,2020-11-28,0,1.0
2801,MA,2020-11-28,1,1.0
2802,MA,2020-11-28,2,1.0
2803,MA,2020-11-28,3,1.0
2804,MA,2020-12-05,0,1.0
2805,MA,2020-12-05,1,1.0
2806,MA,2020-12-05,2,1.0
2807,MA,2020-12-05,3,1.0
2808,MA,2020-12-12,0,1.0
2809,MA,2020-12-12,1,1.0
2810,MA,2020-12-12,2,1.0
2811,MA,2020-12-12,3,1.0
2812,MA,2020-12-19,0,1.0
2813,MA,2020-12-19,1,1.0
2814,MA,2020-12-19,2,1.0
2815,MA,2020-12-19,3,1.0
2816,MI,2020-05-16,0,1.0
2817,MI,2020-05-16,1,1.0
2818,MI,2020-05-16,2,1.0
2819,MI,2020-05-16,3,1.0
2820,MI,2020-05-23,0,1.0
2821,MI,2020-05-23,1,1.0
2822,MI,2020-05-23,2,1.0
2823,MI,2020-05-23,3,1.0
2824,MI,2020-05-30,0,1.0
2825,MI,2020-05-30,1,1.0
2826,MI,2020-05-30,2,1.0
2827,MI,2020-05-30,3,1.0
2828,MI,2020-06-06,0,1.0
2829,MI,2020-06-06,1,1.0
2830,MI,2020-06-06,2,1.0
2831,MI,2020-06-06,3,1.0
2832,MI,2020-06-13,0,1.0
2833,MI,2020-06-13,1,1.0
2834,MI,2020-06-13,2,1.0
2835,MI,2020-06-13,3,1.0
2836,MI,2020-06-20,0,1.0
2837,MI,2020-06-20,1,1.0
2838,MI,2020-06-20,2,1.0
2839,MI,2020-06-20,3,1.0
2840,MI,2020-06-27,0,1.0
2841,MI,2020-06-27,1,1.0
2842,MI,2020-06-27,2,1.0
2843,MI,2020-06-27,3,1.0
2844,MI,2020-07-04,0,1.0
2845,MI,2020-07-04,1,1.0
2846,MI,2020-07-04,2,1.0
2847,MI,2020-07-04,3,1.0
2848,MI,2020-07-11,0,0.0
2849,MI,2020-07-11,1,0.0
2850,MI,2020-07-11,2,1.0
2851,MI,2020-07-11,3,1.0
2852,MI,2020-07-18,0,1.0
2853,MI,2020-07-18,1,1.0
2854,MI,2020-07-18,2,1.0
2855,MI,2020-07-18,3,1.0
2856,MI,2020-07-25,0,1.0
2857,MI,2020-07-25,1,1.0
2858,MI,2020-07-25,2,1.0
2859,MI,2020-07-25,3,1.0
2860,MI,2020-08-01,0,1.0
2861,MI,2020-08-01,1,1.0
2862,MI,2020-08-01,2,1.0
2863,MI,2020-08-01,3,1.0
2864,MI,2020-08-08,0,1.0
2865,MI,2020-08-08,1,1.0
2866,MI,2020-08-08,2,1.0
2867,MI,2020-08-08,3,1.0
2868,MI,2020-08-15,0,1.0
2869,MI,2020-08-15,1,1.0
2870,MI,2020-08-15,2,1.0
2871,MI,2020-08-15,3,1.0
2872,MI,2020-08-22,0,1.0
2873,MI,2020-08-22,1,1.0
2874,MI,2020-08-22,2,1.0
2875,MI,2020-08-22,3,1.0
2876,MI,2020-08-29,0,1.0
2877,MI,2020-08-29,1,1.0
2878,MI,2020-08-29,2,1.0
2879,MI,2020-08-29,3,1.0
2880,MI,2020-09-05,0,1.0
2881,MI,2020-09-05,1,1.0
2882,MI,2020-09-05,2,1.0
2883,MI,2020-09-05,3,1.0
2884,MI,2020-09-12,0,1.0
2885,MI,2020-09-12,1,1.0
2886,MI,2020-09-12,2,1.0
2887,MI,2020-09-12,3,1.0
2888,MI,2020-09-19,0,1.0
2889,MI,2020-09-19,1,1.0
2890,MI,2020-09-19,2,1.0
2891,MI,2020-09-19,3,1.0
2892,MI,2020-09-26,0,1.0
2893,MI,2020-09-26,1,1.0
2894,MI,2020-09-26,2,1.0
2895,MI,2020-09-26,3,1.0
2896,MI,2020-10-03,0,1.0
2897,MI,2020-10-03,1,1.0
2898,MI,2020-10-03,2,1.0
2899,MI,2020-10-03,3,1.0
2900,MI,2020-10-10,0,1.0
2901,MI,2020-10-10,1,1.0
2902,MI,2020-10-10,2,1.0
2903,MI,2020-10-10,3,1.0
2904,MI,2020-10-17,0,1.0
2905,MI,2020-10-17,1,1.0
2906,MI,2020-10-17,2,1.0
2907,MI,2020-10-17,3,1.0
2908,MI,2020-10-24,0,1.0
2909,MI,2020-10-24,1,1.0
2910,MI,2020-10-24,2,1.0
2911,MI,2020-10-24,3,1.0
2912,MI,2020-10-31,0,1.0
2913,MI,2020-10-31,1,1.0
2914,MI,2020-10-31,2,1.0
2915,MI,2020-10-31,3,1.0
2916,MI,2020-11-07,0,1.0
2917,MI,2020-11-07,1,1.0
2918,MI,2020-11-07,2,1.0
2919,MI,2020-11-07,3,1.0
2920,MI,2020-11-14,0,1.0
2921,MI,2020-11-14,1,1.0
2922,MI,2020-11-14,2,1.0
2923,MI,2020-11-14,3,1.0
2924,MI,2020-11-21,0,1.0
2925,MI,2020-11-21,1,1.0
2926,MI,2020-11-21,2,1.0
2927,MI,2020-11-21,3,1.0
2928,MI,2020-11-28,0,1.0
2929,MI,2020-11-28,1,1.0
2930,MI,2020-11-28,2,1.0
2931,MI,2020-11-28,3,1.0
2932,MI,2020-12-05,0,1.0
2933,MI,2020-12-05,1,1.0
2934,MI,2020-12-05,2,1.0
2935,MI,2020-12-05,3,1.0
2936,MI,2020-12-12,0,1.0
2937,MI,2020-12-12,1,1.0
2938,MI,2020-12-12,2,1.0
2939,MI,2020-12-12,3,1.0
2940,MI,2020-12-19,0,1.0
2941,MI,2020-12-19,1,1.0
2942,MI,2020-12-19,2,1.0
2943,MI,2020-12-19,3,1.0
2944,MN,2020-05-16,0,1.0
2945,MN,2020-05-16,1,1.0
2946,MN,2020-05-16,2,1.0
2947,MN,2020-05-16,3,1.0
2948,MN,2020-05-23,0,1.0
2949,MN,2020-05-23,1,1.0
2950,MN,2020-05-23,2,1.0
2951,MN,2020-05-23,3,1.0
2952,MN,2020-05-30,0,1.0
2953,MN,2020-05-30,1,1.0
2954,MN,2020-05-30,2,1.0
2955,MN,2020-05-30,3,1.0
2956,MN,2020-06-06,0,1.0
2957,MN,2020-06-06,1,1.0
2958,MN,2020-06-06,2,1.0
2959,MN,2020-06-06,3,1.0
2960,MN,2020-06-13,0,1.0
2961,MN,2020-06-13,1,1.0
2962,MN,2020-06-13,2,1.0
2963,MN,2020-06-13,3,1.0
2964,MN,2020-06-20,0,1.0
2965,MN,2020-06-20,1,1.0
2966,MN,2020-06-20,2,1.0
2967,MN,2020-06-20,3,1.0
2968,MN,2020-06-27,0,1.0
2969,MN,2020-06-27,1,1.0
2970,MN,2020-06-27,2,1.0
2971,MN,2020-06-27,3,1.0
2972,MN,2020-07-04,0,1.0
2973,MN,2020-07-04,1,1.0
2974,MN,2020-07-04,2,1.0
2975,MN,2020-07-04,3,1.0
2976,MN,2020-07-11,0,1.0
2977,MN,2020-07-11,1,1.0
2978,MN,2020-07-11,2,1.0
2979,MN,2020-07-11,3,1.0
2980,MN,2020-07-18,0,1.0
2981,MN,2020-07-18,1,1.0
2982,MN,2020-07-18,2,1.0
2983,MN,2020-07-18,3,1.0
2984,MN,2020-07-25,0,1.0
2985,MN,2020-07-25,1,1.0
