,state,date,h,mae
551,CA,2020-07-18,3,38.29931640625
552,CA,2020-07-25,0,180.8817138671875
553,CA,2020-07-25,1,153.66534423828125
554,CA,2020-07-25,2,89.642822265625
555,CA,2020-07-25,3,78.642822265625
556,CA,2020-08-01,0,73.4774169921875
557,CA,2020-08-01,1,14.863525390625
558,CA,2020-08-01,2,50.64959716796875
559,CA,2020-08-01,3,238.7744140625
560,CA,2020-08-08,0,22.7579345703125
561,CA,2020-08-08,1,1.59576416015625
562,CA,2020-08-08,2,178.1817626953125
563,CA,2020-08-08,3,153.30548095703125
564,CA,2020-08-15,0,123.5146484375
565,CA,2020-08-15,1,15.908935546875
566,CA,2020-08-15,2,28.1585693359375
567,CA,2020-08-15,3,176.93157958984375
568,CA,2020-08-22,0,44.93023681640625
569,CA,2020-08-22,1,25.07763671875
570,CA,2020-08-22,2,256.81195068359375
571,CA,2020-08-22,3,220.69110107421875
572,CA,2020-08-29,0,74.77642822265625
573,CA,2020-08-29,1,127.85772705078125
574,CA,2020-08-29,2,60.05621337890625
575,CA,2020-08-29,3,189.03955078125
576,CA,2020-09-05,0,75.95697021484375
577,CA,2020-09-05,1,9.3485107421875
578,CA,2020-09-05,2,116.13690185546875
579,CA,2020-09-05,3,152.5712890625
580,CA,2020-09-12,0,153.49676513671875
581,CA,2020-09-12,1,74.5904541015625
582,CA,2020-09-12,2,46.812744140625
583,CA,2020-09-12,3,26.362060546875
584,CA,2020-09-19,0,8.69873046875
585,CA,2020-09-19,1,56.9312744140625
586,CA,2020-09-19,2,151.46807861328125
587,CA,2020-09-19,3,229.25213623046875
588,CA,2020-09-26,0,110.97323608398438
589,CA,2020-09-26,1,32.347320556640625
590,CA,2020-09-26,2,33.49346923828125
591,CA,2020-09-26,3,38.16546630859375
592,CA,2020-10-03,0,4.747222900390625
593,CA,2020-10-03,1,96.00576782226562
594,CA,2020-10-03,2,134.82275390625
595,CA,2020-10-03,3,244.64501953125
596,CA,2020-10-10,0,71.32891845703125
597,CA,2020-10-10,1,65.82421875
598,CA,2020-10-10,2,136.06640625
599,CA,2020-10-10,3,149.89544677734375
600,CA,2020-10-17,0,24.4105224609375
601,CA,2020-10-17,1,32.4061279296875
602,CA,2020-10-17,2,33.075408935546875
603,CA,2020-10-17,3,30.199127197265625
604,CA,2020-10-24,0,10.154296875
605,CA,2020-10-24,1,32.87249755859375
606,CA,2020-10-24,2,50.68359375
607,CA,2020-10-24,3,68.58993530273438
608,CA,2020-10-31,0,21.692047119140625
609,CA,2020-10-31,1,52.83135986328125
610,CA,2020-10-31,2,66.45681762695312
611,CA,2020-10-31,3,84.20883178710938
612,CA,2020-11-07,0,30.543060302734375
613,CA,2020-11-07,1,89.96270751953125
614,CA,2020-11-07,2,109.0712890625
615,CA,2020-11-07,3,413.3138122558594
616,CA,2020-11-14,0,77.60211181640625
617,CA,2020-11-14,1,84.59127807617188
618,CA,2020-11-14,2,384.4794921875
619,CA,2020-11-14,3,708.3542175292969
620,CA,2020-11-21,0,25.160064697265625
621,CA,2020-11-21,1,255.93771362304688
622,CA,2020-11-21,2,556.1300048828125
623,CA,2020-11-21,3,1056.4204711914062
624,CA,2020-11-28,0,267.3958740234375
625,CA,2020-11-28,1,571.752685546875
626,CA,2020-11-28,2,1076.9160766601562
627,CA,2020-11-28,3,1056.1155395507812
628,CA,2020-12-05,0,305.255126953125
